frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
137,2.2851,1450.72,488.38,6.26,0.764,237,0.71,1
138,2.3018,1464.96,499.78,6.64,0.809,235,0.745,1
139,2.3185,1479.12,511.11,6.45,0.774,235,0.713,1
140,2.3351,1492.5,519.86,6.36,0.772,235,0.712,1
141,2.3518,1504.19,522.02,6.19,0.798,232,0.726,2
142,2.3685,1514.13,516.41,5.7,0.734,232,0.667,1
143,2.3852,1523.28,507.1,4.95,0.6,235,0.553,1
144,2.4019,1532.27,496.91,4.75,0.587,236,0.544,2
145,2.4185,1539.71,484.2,5.25,0.695,233,0.635,1
146,2.4352,,,,,,0.0,0
147,2.4519,,,,,,0.0,0
148,2.4686,1540.35,468.44,7.64,0.722,231,0.654,2
149,2.4853,1530.13,454.23,7.83,0.748,236,0.692,1
150,2.5019,1513.45,442.59,7.99,0.757,236,0.7,1
151,2.5186,1495.24,431.94,7.6,0.831,233,0.759,1
152,2.5353,1476.78,421.65,8.53,0.697,232,0.634,1
153,2.552,1458.05,411.71,8.57,0.588,235,0.542,1
154,2.5687,1439.24,401.96,7.54,0.768,235,0.708,2
155,2.5853,1420.39,392.61,7.73,0.807,235,0.744,1
156,2.602,1401.39,383.82,7.78,0.81,232,0.737,1
157,2.6187,1382.09,375.46,7.81,0.85,236,0.787,2
158,2.6354,1362.6,367.46,7.84,0.813,235,0.749,1
159,2.6521,1343.05,359.79,7.72,0.837,235,0.772,1
160,2.6687,1323.44,352.51,7.89,0.806,233,0.736,1
161,2.6854,1303.49,345.7,8.04,0.819,235,0.755,1
162,2.7021,1283.25,339.39,8.1,0.762,232,0.693,3
163,2.7188,1262.81,333.52,8.19,0.785,233,0.717,2
164,2.7355,1242.28,328.06,8.42,0.785,233,0.717,3
165,2.7521,1221.71,323.13,7.97,0.848,232,0.771,2
166,2.7688,1200.81,318.73,8.03,0.835,231,0.756,1
167,2.7855,1179.57,314.84,7.84,0.864,231,0.783,2
168,2.8022,1158.01,311.39,8.23,0.757,231,0.686,2
169,2.8189,1136.28,308.21,8.39,0.786,233,0.718,2
170,2.8355,1114.37,305.39,8.55,0.77,232,0.7,2
171,2.8522,1092.26,303.09,9.01,0.756,237,0.702,2
172,2.8689,1069.94,301.31,9.62,0.505,235,0.466,1
173,2.8856,1047.32,299.96,9.49,0.809,236,0.749,2
174,2.9022,1024.46,299.25,9.69,0.776,235,0.715,3
175,2.9189,1001.4,299.23,9.63,0.772,232,0.703,2
176,2.9356,978.1,299.83,9.65,0.783,232,0.712,2
177,2.9523,954.73,301.14,9.79,0.738,231,0.668,2
178,2.969,931.25,303.17,9.55,0.805,229,0.723,3
179,2.9856,907.32,305.77,9.8,0.814,229,0.731,2
180,3.0023,882.87,308.89,9.87,0.76,229,0.683,2
181,3.019,858.1,312.59,9.98,0.76,232,0.691,1
182,3.0357,833.16,317.04,10.16,0.805,228,0.72,2
183,3.0524,807.95,322.31,10.19,0.755,230,0.681,1
184,3.069,782.36,328.3,10.09,0.752,231,0.681,1
185,3.0857,756.48,334.77,10.1,0.742,231,0.672,3
186,3.1024,730.37,341.7,10.25,0.794,232,0.722,3
187,3.1191,703.9,349.27,10.78,0.778,233,0.711,1
188,3.1358,677.0,357.78,10.9,0.801,232,0.729,3
189,3.1524,649.76,367.25,11.19,0.769,231,0.697,1
190,3.1691,622.18,377.53,11.19,0.684,233,0.625,3
191,3.1858,594.26,388.47,11.75,0.739,233,0.676,1
192,3.2025,566.0,400.08,11.42,0.698,232,0.635,2
193,3.2192,541.11,411.17,11.71,0.734,231,0.665,1
194,3.2358,533.04,417.13,11.51,0.725,231,0.657,2
195,3.2525,555.74,412.87,13.93,0.484,222,0.421,2
196,3.2692,601.68,400.51,13.85,0.598,226,0.53,2
197,3.2859,655.07,385.88,12.51,0.469,229,0.421,2
198,3.3026,708.34,372.21,12.98,0.648,230,0.585,1
