frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
3074,51.2687,1325.0,582.79,12.43,0.861,242,0.817,2
3075,51.2854,1329.55,583.52,12.62,0.837,240,0.788,3
3076,51.302,1334.06,585.19,12.57,0.809,240,0.761,3
3077,51.3187,1338.58,587.82,12.7,0.863,240,0.812,1
3078,51.3354,1343.23,591.45,12.84,0.782,240,0.736,3
3079,51.3521,1347.96,596.1,12.78,0.869,240,0.818,1
3080,51.3688,1352.59,601.84,13.07,0.851,240,0.801,3
3081,51.3854,1357.16,608.55,13.33,0.752,244,0.719,2
3082,51.4021,1361.7,616.26,13.26,0.808,243,0.77,2
3083,51.4188,1366.28,624.63,13.21,0.821,242,0.779,2
3084,51.4355,1370.98,631.75,13.53,0.837,243,0.798,3
3085,51.4521,1375.79,634.44,13.15,0.862,242,0.818,2
3086,51.4688,1380.57,632.25,13.32,0.801,240,0.754,1
3087,51.4855,1385.31,628.13,13.07,0.835,240,0.786,2
3088,51.5022,1390.08,624.39,13.37,0.874,240,0.823,2
3089,51.5189,1394.89,621.61,13.45,0.853,239,0.8,2
3090,51.5355,1399.71,619.8,13.64,0.855,240,0.805,2
3091,51.5522,1404.58,619.06,13.7,0.812,239,0.761,2
3092,51.5689,1409.51,619.37,13.65,0.892,238,0.833,2
3093,51.5856,1414.45,620.71,13.96,0.89,242,0.844,1
3094,51.6023,1419.42,623.09,13.81,0.875,239,0.82,1
3095,51.6189,1424.45,626.49,13.97,0.854,238,0.797,1
3096,51.6356,1429.48,630.93,14.01,0.848,235,0.782,1
3097,51.6523,1434.49,636.55,14.01,0.591,235,0.544,1
3098,51.669,1439.52,643.37,13.73,0.651,222,0.567,1
3099,51.6856,1444.0,650.6,13.34,0.576,237,0.535,1
3100,51.7023,1446.67,654.14,12.82,0.753,236,0.697,1
3101,51.719,1379.96,636.68,13.2,0.63,237,0.586,1
3102,51.7357,,,,,,0.0,0
3103,51.7524,,,,,,0.0,0
3104,51.769,,,,,,0.0,0
3105,51.7857,,,,,,0.0,0
3106,51.8024,,,,,,0.0,0
3107,51.8191,,,,,,0.0,0
3108,51.8357,,,,,,0.0,0
3109,51.8524,,,,,,0.0,0
3110,51.8691,,,,,,0.0,0
3111,51.8858,,,,,,0.0,0
3112,51.9025,,,,,,0.0,0
3113,51.9191,1144.3,580.63,11.83,0.457,211,0.378,1
3114,51.9358,,,,,,0.0,0
3115,51.9525,,,,,,0.0,0
3116,51.9692,939.02,520.2,5.48,0.459,183,0.329,1
3117,51.9858,,,,,,0.0,0
3118,52.0025,1110.26,508.98,8.67,0.476,207,0.387,1
3119,52.0192,1323.34,509.3,8.35,0.497,209,0.407,1
3120,52.0359,1379.18,493.22,7.69,0.483,205,0.388,1
3121,52.0526,1371.93,469.41,7.75,0.606,202,0.48,1
3122,52.0692,1366.21,445.3,6.81,0.488,207,0.396,1
3123,52.0859,1325.17,416.21,6.42,0.541,202,0.428,1
3124,52.1026,1194.12,372.05,6.97,0.509,210,0.419,1
3125,52.1193,,,,,,0.0,0
3126,52.136,1087.57,320.66,5.0,0.78,175,0.535,1
3127,52.1526,,,,,,0.0,1
3128,52.1693,,,,,,0.0,0
3129,52.186,1200.59,289.4,4.57,0.505,210,0.416,1
3130,52.2027,,,,,,0.0,0
3131,52.2193,1300.11,276.77,5.67,0.544,210,0.448,1
3132,52.236,1177.41,289.03,6.23,0.627,210,0.516,1
3133,52.2527,,,,,,0.0,1
3134,52.2694,906.93,324.05,4.55,0.572,201,0.451,1
3135,52.2861,,,,,,0.0,0
3136,52.3027,742.03,347.55,4.44,0.536,198,0.416,1
3137,52.3194,705.31,352.94,4.8,0.582,201,0.459,1
3138,52.3361,705.41,352.91,4.62,0.502,198,0.389,1
3139,52.3528,705.44,352.87,4.89,0.648,197,0.5,1
3140,52.3694,705.38,352.87,4.6,0.465,198,0.361,2
3141,52.3861,746.59,348.61,4.6,0.465,198,0.361,2
3142,52.4028,931.82,330.41,4.53,0.497,198,0.386,1
3143,52.4195,,,,,,0.0,1
3144,52.4362,1238.07,304.24,10.7,0.693,233,0.634,1
3145,52.4528,1425.6,298.31,12.5,0.808,235,0.744,1
3146,52.4695,1469.77,312.62,12.37,0.875,237,0.813,2
3147,52.4862,1472.56,333.02,12.32,0.844,238,0.788,1
3148,52.5029,1475.39,354.01,12.75,0.752,235,0.693,1
3149,52.5196,1478.26,375.38,12.3,0.804,236,0.745,1
3150,52.5362,1480.89,397.16,12.39,0.804,236,0.745,1
3151,52.5529,1483.29,419.31,12.21,0.835,237,0.776,2
3152,52.5696,1485.76,442.02,11.21,0.835,237,0.776,1
3153,52.5863,1488.34,465.56,10.33,0.832,235,0.767,1
3154,52.6029,1490.9,489.79,10.43,0.752,236,0.696,1
3155,52.6196,1493.34,514.18,11.63,0.773,236,0.716,1
3156,52.6363,1495.85,538.02,11.16,0.743,235,0.685,1
3157,52.653,1498.42,558.27,10.99,0.859,237,0.798,2
3158,52.6697,1501.16,567.1,11.29,0.878,239,0.823,1
3159,52.6863,1504.37,560.1,10.91,0.833,238,0.777,1
3160,52.703,1507.99,544.62,10.93,0.813,238,0.759,1
3161,52.7197,1511.68,528.24,10.71,0.781,237,0.725,1
3162,52.7364,1515.37,512.92,10.93,0.813,237,0.756,1
3163,52.753,1519.01,498.44,10.23,0.791,236,0.732,1
3164,52.7697,1522.68,484.31,9.93,0.865,237,0.804,1
3165,52.7864,1526.4,471.12,10.3,0.783,239,0.734,1
3166,52.8031,1529.99,459.48,10.99,0.807,238,0.753,1
3167,52.8198,1533.84,448.2,11.43,0.77,237,0.716,1
3168,52.8364,1538.92,434.46,11.97,0.787,237,0.731,1
3169,52.8531,,,,,,0.0,0
3170,52.8698,,,,,,0.0,0
3171,52.8865,1544.92,419.26,12.67,0.531,236,0.491,1
3172,52.9031,1549.78,408.13,11.99,0.73,236,0.675,1
3173,52.9198,1551.09,399.68,11.75,0.73,237,0.679,1
3174,52.9365,1542.69,387.47,11.61,0.736,237,0.684,1
3175,52.9532,,,,,,0.0,0
3176,52.9699,1520.57,368.77,13.16,0.728,236,0.674,1
3177,52.9865,1492.8,349.36,11.79,0.802,238,0.748,1
3178,53.0032,1465.81,332.61,11.62,0.794,239,0.744,1
3179,53.0199,1440.14,317.85,11.45,0.8,239,0.75,2
3180,53.0366,1415.35,304.38,11.16,0.805,239,0.754,1
3181,53.0533,1391.25,292.07,10.95,0.801,239,0.75,1
3182,53.0699,1367.73,280.8,10.65,0.837,238,0.781,1
3183,53.0866,1344.9,270.64,10.93,0.831,236,0.769,1
3184,53.1033,1322.87,261.61,10.71,0.798,237,0.741,1
3185,53.12,1301.36,253.62,10.41,0.832,237,0.774,1
3186,53.1366,1280.3,246.61,10.32,0.837,235,0.771,1
3187,53.1533,1259.82,240.55,9.89,0.823,236,0.762,1
3188,53.17,1239.89,235.36,9.59,0.848,236,0.784,1
3189,53.1867,1220.38,231.01,9.67,0.894,235,0.824,1
3190,53.2034,1201.12,227.48,9.64,0.795,232,0.723,1
3191,53.22,1182.35,224.65,9.93,0.828,235,0.763,2
3192,53.2367,1164.35,222.58,9.71,0.833,236,0.771,2
3193,53.2534,1147.04,221.4,9.62,0.816,236,0.756,1
3194,53.2701,1130.04,221.12,9.2,0.83,235,0.765,1
3195,53.2867,1113.25,221.58,9.2,0.769,233,0.702,2
3196,53.3034,1097.0,222.57,9.3,0.79,233,0.722,1
3197,53.3201,1081.18,224.14,9.25,0.818,233,0.747,1
3198,53.3368,1065.7,226.36,9.12,0.81,235,0.746,1
3199,53.3535,1050.63,229.19,9.05,0.819,232,0.745,1
3200,53.3701,1035.96,232.61,8.83,0.815,233,0.745,1
3201,53.3868,1021.6,236.59,8.59,0.825,232,0.75,1
3202,53.4035,1007.51,241.13,8.69,0.861,235,0.794,1
3203,53.4202,993.66,246.26,8.6,0.843,235,0.777,1
3204,53.4368,980.1,251.94,8.51,0.825,233,0.754,1
3205,53.4535,966.92,258.19,8.45,0.824,235,0.759,1
3206,53.4702,954.06,265.09,8.35,0.788,235,0.726,1
3207,53.4869,941.52,272.52,8.31,0.692,232,0.63,1
3208,53.5036,929.26,280.22,8.44,0.707,235,0.651,1
3209,53.5202,917.08,288.24,8.5,0.735,235,0.678,1
3210,53.5369,904.83,296.77,8.01,0.867,235,0.799,1
3211,53.5536,892.86,305.83,8.01,0.841,235,0.775,1
3212,53.5703,881.47,315.24,8.36,0.762,236,0.705,1
3213,53.587,870.48,325.01,8.2,0.691,235,0.637,1
3214,53.6036,859.43,335.31,7.55,0.787,236,0.729,1
3215,53.6203,848.36,346.13,6.94,0.775,237,0.72,3
3216,53.637,837.87,357.42,7.78,0.754,235,0.695,2
3217,53.6537,828.02,368.78,7.2,0.717,237,0.666,2
3218,53.6703,818.1,380.42,6.83,0.771,237,0.716,2
3219,53.687,808.04,392.57,6.52,0.791,238,0.739,1
3220,53.7037,798.12,405.19,6.51,0.839,237,0.78,1
3221,53.7204,788.58,418.01,6.57,0.82,238,0.766,1
3222,53.7371,779.43,430.88,7.27,0.882,239,0.827,1
3223,53.7537,770.41,443.92,6.79,0.838,240,0.789,1
3224,53.7704,761.32,457.59,6.36,0.832,238,0.776,1
3225,53.7871,752.37,471.61,6.43,0.779,236,0.721,1
3226,53.8038,744.02,483.75,6.38,0.825,236,0.764,1
3227,53.8204,736.6,489.34,6.33,0.813,237,0.755,1
3228,53.8371,730.14,485.52,6.02,0.839,236,0.777,2
3229,53.8538,724.45,476.56,5.84,0.834,238,0.779,1
3230,53.8705,719.19,466.98,6.02,0.853,236,0.79,2
3231,53.8872,714.02,457.98,5.94,0.817,236,0.756,1
3232,53.9038,708.82,449.57,6.18,0.804,239,0.753,2
3233,53.9205,703.42,441.86,6.22,0.805,237,0.748,2
3234,53.9372,698.02,434.83,5.86,0.795,242,0.755,1
3235,53.9539,692.8,428.41,5.86,0.822,236,0.761,1
3236,53.9706,687.73,422.55,6.38,0.852,239,0.798,1
3237,53.9872,682.74,417.12,6.36,0.832,233,0.76,2
3238,54.0039,641.47,390.13,5.88,0.79,237,0.734,1
3239,54.0206,473.71,287.38,6.02,0.853,235,0.786,1
