frame_index,timestamp_s,ball_x,ball_y,vy_before,vy_after,drop_px,rise_px,near_court_surface,detection_ratio,mean_window_confidence,max_detection_gap_frames,dx_before,dx_after,confidence,label
1257,20.9699,1427.2455820766488,584.2700426702759,12.055,-13.708,134.87,162.0,True,0.727,0.477,4,-46.28,-682.87,1.0,bounce
1714,28.5938,406.1494517871213,647.8451019365233,26.083,-22.739,161.95,119.14,True,0.455,0.461,5,-382.83,-27.74,1.0,bounce
