frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
328,5.4709,1122.75,346.54,4.75,0.641,203,0.51,14
329,5.4876,1122.62,345.84,4.79,0.622,202,0.493,17
330,5.5043,1122.51,345.11,4.79,0.596,201,0.47,19
331,5.5209,1122.35,344.42,4.74,0.601,198,0.467,16
332,5.5376,1122.15,343.74,4.8,0.646,197,0.499,14
333,5.5543,1122.08,342.99,4.97,0.649,198,0.504,14
334,5.571,1122.01,342.28,4.79,0.622,197,0.48,14
335,5.5877,1121.84,341.6,4.6,0.534,200,0.419,12
336,5.6043,1121.7,340.84,4.84,0.685,198,0.532,14
337,5.621,1121.59,340.04,4.85,0.612,196,0.471,13
338,5.6377,1121.44,339.3,4.57,0.535,192,0.403,12
339,5.6544,1121.28,338.53,4.85,0.563,197,0.435,9
340,5.6711,1121.08,337.71,4.85,0.68,197,0.526,12
341,5.6877,1120.89,336.93,4.93,0.652,197,0.504,10
342,5.7044,1120.67,336.25,4.77,0.61,198,0.474,12
343,5.7211,1120.43,335.57,4.8,0.559,200,0.438,11
344,5.7378,1120.25,334.82,4.79,0.571,196,0.439,12
345,5.7545,1120.11,333.97,4.74,0.657,197,0.507,13
346,5.7711,1120.02,333.08,4.82,0.631,196,0.485,8
347,5.7878,1119.88,332.23,4.64,0.629,196,0.483,9
348,5.8045,1119.75,331.45,4.6,0.543,197,0.42,9
349,5.8212,1119.68,330.7,4.42,0.525,198,0.407,9
350,5.8379,1119.59,329.87,4.35,0.486,201,0.383,14
351,5.8545,1119.43,328.97,4.39,0.494,198,0.384,11
352,5.8712,1119.3,328.11,4.48,0.5,198,0.388,11
353,5.8879,1119.15,327.33,4.58,0.546,201,0.43,8
354,5.9046,1119.04,326.53,4.5,0.542,197,0.418,11
355,5.9213,1118.96,325.74,4.28,0.49,198,0.381,11
356,5.9379,1118.91,324.99,4.24,0.482,201,0.38,11
357,5.9546,1087.59,325.41,4.15,0.496,203,0.395,10
358,5.9713,946.91,329.83,4.07,0.438,205,0.352,8
359,5.988,,,,,,0.0,8
360,6.0047,714.75,337.61,4.95,0.741,187,0.543,7
361,6.0213,573.75,341.96,4.98,0.75,189,0.556,13
362,6.038,541.99,342.21,5.23,0.699,188,0.516,9
