frame_index,timestamp_s,ball_x,ball_y,raw_ball_x,raw_ball_y,radius_px,circularity,v_at_center,raw_confidence,bbox_x0,bbox_y0,bbox_x1,bbox_y1,tracking_backend,confidence,n_candidates
529,8.8251,396.16,472.28,396.08,472.27,4.7,,,0.696,391.38,467.28,400.78,477.25,ultralytics,0.696,2
530,8.8417,396.02,472.3,395.97,472.29,4.79,,,0.67,391.18,467.37,400.76,477.2,ultralytics,0.67,2
531,8.8584,395.99,472.34,395.95,472.33,4.81,,,0.683,391.14,467.38,400.75,477.28,ultralytics,0.683,2
532,8.8751,396.03,472.36,396.04,472.42,4.84,,,0.712,391.21,467.43,400.88,477.41,ultralytics,0.712,2
533,8.8918,396.08,472.38,396.07,472.33,4.87,,,0.715,391.2,467.26,400.95,477.39,ultralytics,0.715,2
534,8.9085,396.12,472.51,396.14,472.32,4.89,,,0.716,391.25,467.3,401.03,477.34,ultralytics,0.716,2
535,8.9251,396.08,472.73,396.18,472.97,4.85,,,0.767,391.33,467.73,401.03,478.2,ultralytics,0.767,2
536,8.9418,395.84,472.94,396.0,472.73,4.95,,,0.769,391.05,467.74,400.95,477.72,ultralytics,0.769,2
537,8.9585,395.42,473.27,395.35,473.22,4.91,,,0.779,390.44,468.19,400.26,478.25,ultralytics,0.779,2
538,8.9752,394.97,473.64,395.0,473.81,4.77,,,0.771,390.23,468.66,399.77,478.95,ultralytics,0.771,2
539,8.9919,394.61,473.89,394.44,473.88,4.81,,,0.778,389.63,468.99,399.24,478.76,ultralytics,0.778,2
540,9.0086,394.42,474.08,394.41,474.05,4.82,,,0.757,389.5,469.24,399.31,478.87,ultralytics,0.757,2
541,9.0252,394.28,474.31,394.33,474.28,4.9,,,0.752,389.4,469.38,399.26,479.18,ultralytics,0.752,2
542,9.0419,394.12,474.5,394.14,474.65,4.62,,,0.76,389.27,470.03,399.01,479.26,ultralytics,0.76,2
543,9.0586,393.96,474.58,393.87,474.54,4.66,,,0.708,389.11,469.88,398.63,479.2,ultralytics,0.708,2
544,9.0753,393.89,474.6,393.87,474.64,4.6,,,0.725,389.07,470.05,398.66,479.24,ultralytics,0.725,2
545,9.092,393.88,474.61,393.89,474.58,4.54,,,0.742,389.08,470.04,398.69,479.11,ultralytics,0.742,1
546,9.1087,393.87,474.65,393.88,474.6,4.52,,,0.75,389.08,470.08,398.67,479.11,ultralytics,0.75,1
547,9.1253,393.83,474.7,393.85,474.82,4.75,,,0.743,389.08,470.07,398.63,479.56,ultralytics,0.743,1
548,9.142,393.78,474.69,393.77,474.64,4.58,,,0.751,388.95,470.05,398.59,479.22,ultralytics,0.751,1
549,9.1587,393.73,474.64,393.73,474.67,4.67,,,0.739,388.9,470.0,398.56,479.34,ultralytics,0.739,1
550,9.1754,393.68,474.51,393.67,474.68,4.68,,,0.722,388.86,470.0,398.47,479.36,ultralytics,0.722,1
551,9.1921,393.55,474.36,393.71,474.06,4.57,,,0.742,388.99,469.49,398.43,478.63,ultralytics,0.742,1
552,9.2087,393.21,474.37,393.39,474.39,4.7,,,0.697,388.7,469.6,398.09,479.18,ultralytics,0.697,1
553,9.2254,,,,,,,,0.0,,,,,ultralytics,0.0,0
554,9.2421,,,,,,,,0.0,,,,,ultralytics,0.0,0
555,9.2588,,,,,,,,0.0,,,,,ultralytics,0.0,0
556,9.2755,,,,,,,,0.0,,,,,ultralytics,0.0,0
557,9.2922,,,,,,,,0.0,,,,,ultralytics,0.0,0
558,9.3088,392.87,474.36,392.38,474.63,4.57,,,0.563,386.97,470.06,397.8,479.2,ultralytics,0.563,1
559,9.3255,392.87,474.15,392.95,474.07,4.8,,,0.244,388.15,469.1,397.75,479.05,ultralytics,0.244,2
560,9.3422,392.99,473.89,393.05,473.86,4.65,,,0.586,388.24,469.21,397.85,478.51,ultralytics,0.586,1
561,9.3589,393.02,473.74,393.06,473.65,4.45,,,0.679,388.24,469.21,397.89,478.1,ultralytics,0.679,1
562,9.3756,392.96,473.68,392.97,473.71,4.59,,,0.716,388.08,469.13,397.86,478.3,ultralytics,0.716,1
563,9.3923,392.87,473.66,392.88,473.66,4.6,,,0.667,388.0,469.06,397.76,478.26,ultralytics,0.667,1
564,9.4089,392.77,473.67,392.73,473.57,4.68,,,0.743,387.82,468.89,397.65,478.26,ultralytics,0.743,1
565,9.4256,392.68,473.69,392.71,473.82,4.91,,,0.726,387.79,468.91,397.64,478.73,ultralytics,0.726,1
566,9.4423,392.58,473.6,392.6,473.67,4.84,,,0.763,387.76,468.79,397.44,478.54,ultralytics,0.763,1
567,9.459,392.43,473.4,392.44,473.38,4.77,,,0.745,387.67,468.53,397.22,478.23,ultralytics,0.745,1
568,9.4757,392.22,473.19,392.29,473.14,4.65,,,0.731,387.51,468.49,397.06,477.79,ultralytics,0.731,2
569,9.4924,391.97,473.06,391.9,473.01,4.63,,,0.718,387.02,468.38,396.77,477.63,ultralytics,0.718,1
570,9.509,391.75,472.99,391.79,472.98,4.65,,,0.684,387.0,468.33,396.58,477.64,ultralytics,0.684,1
571,9.5257,391.55,472.86,391.46,473.05,4.66,,,0.652,386.7,468.38,396.22,477.71,ultralytics,0.652,2
572,9.5424,391.39,472.62,391.47,472.52,4.74,,,0.548,386.64,467.78,396.29,477.26,ultralytics,0.548,1
573,9.5591,391.21,472.38,391.21,472.33,4.58,,,0.452,386.36,467.75,396.06,476.91,ultralytics,0.452,1
574,9.5758,391.01,472.2,390.96,472.3,4.55,,,0.609,386.09,467.75,395.84,476.85,ultralytics,0.609,1
575,9.5924,390.85,472.04,390.87,471.9,4.54,,,0.581,385.94,467.37,395.79,476.44,ultralytics,0.581,1
576,9.6091,390.73,471.93,390.66,471.98,4.66,,,0.663,385.76,467.32,395.57,476.64,ultralytics,0.663,1
577,9.6258,390.69,471.8,390.67,471.89,4.69,,,0.655,385.79,467.2,395.55,476.57,ultralytics,0.655,1
578,9.6425,390.67,471.61,390.7,471.52,4.71,,,0.666,385.86,466.82,395.53,476.23,ultralytics,0.666,1
579,9.6592,390.6,471.35,390.66,471.55,4.8,,,0.678,385.85,466.76,395.47,476.35,ultralytics,0.678,1
580,9.6759,390.45,471.04,390.42,470.84,4.71,,,0.501,385.57,466.13,395.27,475.54,ultralytics,0.501,1
581,9.6925,390.25,470.8,390.36,470.83,4.77,,,0.676,385.47,466.07,395.25,475.6,ultralytics,0.676,1
582,9.7092,389.96,470.63,389.96,470.63,4.9,,,0.677,385.02,465.73,394.89,475.54,ultralytics,0.677,1
583,9.7259,389.53,470.42,389.58,470.39,4.55,,,0.672,384.51,465.85,394.65,474.94,ultralytics,0.672,1
584,9.7426,388.78,469.93,389.35,470.64,4.56,,,0.537,384.39,466.08,394.32,475.21,ultralytics,0.537,1
585,9.7593,,,,,,,,0.0,,,,,ultralytics,0.0,0
586,9.776,,,,,,,,0.0,,,,,ultralytics,0.0,0
587,9.7926,,,,,,,,0.0,,,,,ultralytics,0.0,0
588,9.8093,,,,,,,,0.0,,,,,ultralytics,0.0,0
589,9.826,,,,,,,,0.0,,,,,ultralytics,0.0,0
590,9.8427,,,,,,,,0.0,,,,,ultralytics,0.0,0
591,9.8594,,,,,,,,0.0,,,,,ultralytics,0.0,0
592,9.876,387.81,469.16,387.15,468.37,4.24,,,0.683,382.24,464.13,392.07,472.61,ultralytics,0.683,1
593,9.8927,387.17,468.74,387.18,468.87,4.62,,,0.737,382.24,464.25,392.12,473.5,ultralytics,0.737,1
594,9.9094,386.82,468.59,386.86,468.52,4.27,,,0.745,382.08,464.25,391.65,472.8,ultralytics,0.745,1
595,9.9261,386.51,468.51,386.46,468.5,4.35,,,0.751,381.52,464.15,391.4,472.86,ultralytics,0.751,1
596,9.9428,386.14,468.45,386.27,468.44,4.39,,,0.732,381.39,464.05,391.15,472.83,ultralytics,0.732,1
597,9.9595,385.69,468.41,385.66,468.41,4.42,,,0.729,380.62,463.99,390.69,472.82,ultralytics,0.729,1
598,9.9761,385.26,468.37,385.15,468.38,4.4,,,0.769,380.22,463.98,390.08,472.78,ultralytics,0.769,1
599,9.9928,384.94,468.33,384.97,468.33,4.4,,,0.721,380.2,463.94,389.74,472.73,ultralytics,0.721,1
600,10.0095,384.69,468.27,384.63,468.27,4.25,,,0.609,379.8,464.02,389.46,472.53,ultralytics,0.609,1
601,10.0262,384.49,468.22,384.46,468.23,4.36,,,0.633,379.55,463.87,389.36,472.58,ultralytics,0.633,1
602,10.0429,384.37,468.17,384.36,468.14,4.39,,,0.593,379.45,463.75,389.28,472.53,ultralytics,0.593,1
603,10.0596,384.27,468.12,384.27,468.14,4.4,,,0.599,379.37,463.74,389.16,472.53,ultralytics,0.599,1
604,10.0762,384.19,468.05,384.15,468.08,4.41,,,0.601,379.33,463.67,388.97,472.49,ultralytics,0.601,1
605,10.0929,384.16,467.95,384.17,467.94,4.43,,,0.541,379.36,463.52,388.97,472.37,ultralytics,0.541,1
606,10.1096,384.16,467.81,384.13,467.85,4.49,,,0.598,379.28,463.36,388.97,472.34,ultralytics,0.598,1
607,10.1263,384.19,467.65,384.18,467.62,4.45,,,0.576,379.32,463.16,389.04,472.07,ultralytics,0.576,1
608,10.143,384.25,467.5,384.27,467.48,4.45,,,0.6,379.43,463.02,389.1,471.93,ultralytics,0.6,1
609,10.1597,384.29,467.4,384.28,467.39,4.39,,,0.61,379.47,463.0,389.1,471.78,ultralytics,0.61,1
610,10.1763,384.33,467.33,384.31,467.31,4.36,,,0.626,379.53,462.95,389.09,471.67,ultralytics,0.626,2
611,10.193,384.38,467.26,384.41,467.31,4.42,,,0.661,379.59,462.9,389.23,471.73,ultralytics,0.661,1
612,10.2097,384.43,467.18,384.41,467.12,4.44,,,0.581,379.58,462.68,389.25,471.56,ultralytics,0.581,1
613,10.2264,384.47,467.11,384.5,467.15,4.49,,,0.582,379.63,462.65,389.37,471.64,ultralytics,0.582,1
614,10.2431,384.49,466.99,384.5,467.09,4.52,,,0.666,379.68,462.57,389.31,471.61,ultralytics,0.666,1
615,10.2597,384.52,466.81,384.47,466.71,4.41,,,0.58,379.71,462.3,389.23,471.12,ultralytics,0.58,1
616,10.2764,384.59,466.67,384.58,466.67,4.32,,,0.633,379.88,462.35,389.27,470.99,ultralytics,0.633,1
617,10.2931,384.71,466.54,384.68,466.58,4.46,,,0.65,379.98,462.12,389.39,471.04,ultralytics,0.65,1
618,10.3098,384.85,466.33,384.89,466.46,4.6,,,0.67,380.15,461.86,389.63,471.07,ultralytics,0.67,2
619,10.3265,384.99,466.03,384.98,465.91,4.65,,,0.597,380.16,461.26,389.8,470.55,ultralytics,0.597,1
620,10.3432,385.13,465.72,385.09,465.85,4.84,,,0.649,380.13,461.0,390.05,470.69,ultralytics,0.649,1
621,10.3598,385.34,465.39,385.32,465.29,4.44,,,0.611,380.41,460.86,390.24,469.73,ultralytics,0.611,1
622,10.3765,385.6,465.09,385.57,465.15,4.45,,,0.674,380.7,460.7,390.44,469.6,ultralytics,0.674,1
623,10.3932,385.88,464.87,385.91,464.69,4.42,,,0.701,380.91,460.28,390.91,469.11,ultralytics,0.701,1
624,10.4099,386.13,464.78,386.17,464.8,4.64,,,0.753,381.19,460.16,391.14,469.44,ultralytics,0.753,1
625,10.4266,386.35,464.7,386.28,464.81,4.76,,,0.707,381.29,460.05,391.27,469.57,ultralytics,0.707,1
626,10.4433,386.58,464.56,386.65,464.45,4.48,,,0.748,381.97,459.98,391.33,468.93,ultralytics,0.748,1
627,10.4599,386.81,464.47,386.76,464.48,4.6,,,0.755,382.0,459.88,391.52,469.08,ultralytics,0.755,1
628,10.4766,387.03,464.41,387.06,464.42,4.65,,,0.732,382.27,459.76,391.85,469.07,ultralytics,0.732,1
629,10.4933,387.27,464.33,387.23,464.35,4.61,,,0.743,382.33,459.74,392.13,468.96,ultralytics,0.743,1
630,10.51,387.51,464.2,387.53,464.23,4.58,,,0.724,382.73,459.65,392.33,468.81,ultralytics,0.724,1
631,10.5267,387.74,464.03,387.77,464.01,4.52,,,0.714,382.89,459.5,392.66,468.53,ultralytics,0.714,1
632,10.5433,387.95,463.88,387.91,463.88,4.52,,,0.713,383.18,459.36,392.64,468.4,ultralytics,0.713,1
633,10.56,388.18,463.75,388.17,463.7,4.51,,,0.743,383.22,459.19,393.13,468.21,ultralytics,0.743,1
634,10.5767,388.47,463.66,388.41,463.68,4.49,,,0.744,383.71,459.18,393.11,468.17,ultralytics,0.744,1
635,10.5934,388.78,463.57,388.84,463.57,4.42,,,0.708,384.18,459.15,393.5,467.99,ultralytics,0.708,1
636,10.6101,389.06,463.5,389.09,463.47,4.37,,,0.729,384.28,459.1,393.9,467.84,ultralytics,0.729,1
637,10.6268,389.28,463.46,389.26,463.45,4.38,,,0.77,384.47,459.07,394.05,467.82,ultralytics,0.77,1
638,10.6434,389.49,463.44,389.5,463.46,4.34,,,0.72,384.7,459.11,394.31,467.8,ultralytics,0.72,1
639,10.6601,389.69,463.42,389.69,463.42,4.31,,,0.709,384.92,459.11,394.47,467.73,ultralytics,0.709,1
640,10.6768,389.9,463.41,389.87,463.39,4.33,,,0.701,385.06,459.07,394.69,467.72,ultralytics,0.701,1
641,10.6935,390.1,463.42,390.16,463.43,4.35,,,0.634,385.26,459.09,395.06,467.78,ultralytics,0.634,1
642,10.7102,390.29,463.44,390.24,463.43,4.31,,,0.604,385.37,459.12,395.11,467.73,ultralytics,0.604,1
643,10.7269,390.5,463.48,390.49,463.46,4.3,,,0.598,385.68,459.16,395.31,467.76,ultralytics,0.598,1
644,10.7435,390.79,463.55,390.71,463.54,4.27,,,0.511,385.91,459.27,395.52,467.81,ultralytics,0.511,1
645,10.7602,391.15,463.64,391.16,463.64,4.37,,,0.566,386.43,459.27,395.89,468.0,ultralytics,0.566,1
646,10.7769,391.51,463.74,391.58,463.76,4.45,,,0.589,386.92,459.31,396.24,468.21,ultralytics,0.589,1
647,10.7936,391.82,463.87,391.79,463.78,4.36,,,0.592,387.1,459.42,396.49,468.14,ultralytics,0.592,1
648,10.8103,392.12,464.02,392.13,464.12,4.66,,,0.722,387.23,459.46,397.03,468.78,ultralytics,0.722,1
649,10.827,392.41,464.12,392.42,464.15,4.64,,,0.705,387.38,459.51,397.46,468.79,ultralytics,0.705,1
650,10.8436,392.7,464.15,392.67,464.11,4.51,,,0.673,387.67,459.6,397.67,468.62,ultralytics,0.673,1
651,10.8603,392.99,464.18,393.02,464.23,4.58,,,0.671,387.99,459.65,398.05,468.81,ultralytics,0.671,1
652,10.877,393.24,464.22,393.31,464.16,4.49,,,0.637,388.49,459.68,398.12,468.65,ultralytics,0.637,1
653,10.8937,393.5,464.32,393.34,464.25,4.57,,,0.687,388.45,459.68,398.23,468.82,ultralytics,0.687,1
654,10.9104,393.84,464.48,393.88,464.56,4.3,,,0.693,389.05,460.26,398.71,468.86,ultralytics,0.693,1
655,10.927,394.21,464.66,394.26,464.57,4.36,,,0.713,389.42,460.2,399.1,468.93,ultralytics,0.713,1
656,10.9437,394.57,464.88,394.46,464.88,4.5,,,0.718,389.57,460.38,399.36,469.38,ultralytics,0.718,1
657,10.9604,394.95,465.11,395.08,465.18,4.73,,,0.778,390.18,460.45,399.99,469.9,ultralytics,0.778,1
658,10.9771,395.27,465.3,395.21,465.23,4.75,,,0.717,390.39,460.48,400.04,469.97,ultralytics,0.717,1
659,10.9938,395.6,465.48,395.63,465.55,4.75,,,0.67,390.79,460.8,400.47,470.31,ultralytics,0.67,1
660,11.0105,395.98,465.63,395.83,465.64,4.67,,,0.653,391.16,460.84,400.5,470.44,ultralytics,0.653,1
661,11.0271,414.67,465.24,396.57,465.68,4.58,,,0.708,391.87,461.09,401.26,470.26,ultralytics,0.708,1
662,11.0438,478.55,463.59,396.84,466.06,4.49,,,0.697,391.94,461.57,401.75,470.55,ultralytics,0.697,1
663,11.0605,,,,,,,,0.0,,,,,ultralytics,0.0,0
664,11.0772,,,,,,,,0.0,,,,,ultralytics,0.0,0
665,11.0939,531.97,462.47,731.73,456.12,11.69,,,0.899,720.04,442.42,743.42,469.82,ultralytics,0.899,2
666,11.1106,,,,,,,,0.0,,,,,ultralytics,0.0,1
667,11.1272,479.47,464.74,397.8,467.4,4.66,,,0.722,392.96,462.75,402.65,472.06,ultralytics,0.722,1
668,11.1439,416.51,467.21,398.27,467.93,4.83,,,0.651,393.45,463.09,403.1,472.76,ultralytics,0.651,1
669,11.1606,398.72,468.08,398.84,468.08,4.71,,,0.726,394.02,463.37,403.67,472.79,ultralytics,0.726,1
670,11.1773,399.06,468.3,399.02,468.25,4.47,,,0.677,394.13,463.78,403.9,472.72,ultralytics,0.677,1
671,11.194,399.4,468.46,399.38,468.67,4.76,,,0.655,394.47,463.91,404.29,473.42,ultralytics,0.655,1
672,11.2107,399.77,468.57,399.76,468.34,4.28,,,0.703,394.74,464.06,404.78,472.63,ultralytics,0.703,2
673,11.2273,400.17,468.75,400.15,468.85,4.53,,,0.71,395.07,464.33,405.22,473.38,ultralytics,0.71,3
674,11.244,400.6,468.92,400.57,468.97,4.38,,,0.593,395.48,464.59,405.66,473.35,ultralytics,0.593,1
675,11.2607,401.05,469.08,401.1,468.94,4.41,,,0.652,396.05,464.53,406.15,473.36,ultralytics,0.652,1
676,11.2774,401.5,469.31,401.45,469.39,4.47,,,0.6,396.5,464.93,406.41,473.86,ultralytics,0.6,2
677,11.2941,401.96,469.58,401.96,469.48,4.47,,,0.619,397.05,465.01,406.87,473.96,ultralytics,0.619,1
678,11.3107,402.41,469.87,402.45,469.95,4.54,,,0.529,397.55,465.4,407.36,474.49,ultralytics,0.529,1
679,11.3274,402.83,470.16,402.83,470.11,4.6,,,0.505,398.04,465.51,407.62,474.72,ultralytics,0.505,1
680,11.3441,403.24,470.47,403.23,470.43,4.7,,,0.522,398.34,465.72,408.12,475.13,ultralytics,0.522,1
681,11.3608,403.64,470.83,403.65,470.89,4.71,,,0.566,398.83,466.18,408.48,475.6,ultralytics,0.566,1
682,11.3775,404.03,471.2,404.04,471.09,4.56,,,0.658,399.16,466.53,408.92,475.65,ultralytics,0.658,1
683,11.3942,404.41,471.54,404.43,471.74,4.61,,,0.696,399.54,467.14,409.32,476.35,ultralytics,0.696,1
684,11.4108,404.8,471.72,404.71,471.77,4.46,,,0.683,399.87,467.31,409.55,476.23,ultralytics,0.683,1
685,11.4275,405.24,471.78,405.32,471.77,4.53,,,0.724,400.23,467.24,410.4,476.31,ultralytics,0.724,1
686,11.4442,402.99,473.25,405.63,471.75,4.82,,,0.682,400.48,466.94,410.78,476.57,ultralytics,0.682,1
687,11.4609,391.27,480.14,406.04,472.12,4.34,,,0.64,400.9,467.78,411.17,476.46,ultralytics,0.64,1
688,11.4776,,,,,,,,0.0,,,,,ultralytics,0.0,0
689,11.4943,,,,,,,,0.0,,,,,ultralytics,0.0,0
690,11.5109,,,,,,,,0.0,,,,,ultralytics,0.0,0
691,11.5276,370.91,493.51,357.64,497.49,8.46,,,0.128,347.89,489.03,367.39,505.96,ultralytics,0.128,1
692,11.5443,360.01,504.06,354.49,507.55,9.12,,,0.064,343.85,498.43,365.12,516.66,ultralytics,0.064,1
693,11.561,369.25,501.45,350.3,518.72,9.73,,,0.304,339.06,508.98,361.54,528.45,ultralytics,0.304,2
694,11.5777,391.74,486.7,408.94,473.92,4.77,,,0.661,404.16,469.15,413.72,478.68,ultralytics,0.661,1
695,11.5943,405.98,476.52,409.22,473.81,4.46,,,0.708,404.43,469.35,414.0,478.27,ultralytics,0.708,1
696,11.611,409.38,474.41,409.3,474.56,4.63,,,0.777,404.54,469.93,414.07,479.2,ultralytics,0.777,1
697,11.6277,409.62,474.7,409.66,474.79,4.53,,,0.774,404.92,470.27,414.39,479.32,ultralytics,0.774,1
698,11.6444,409.9,474.85,409.84,474.81,4.6,,,0.782,405.11,470.21,414.57,479.42,ultralytics,0.782,1
699,11.6611,410.18,474.95,410.26,475.02,4.68,,,0.791,405.41,470.34,415.1,479.7,ultralytics,0.791,1
700,11.6778,410.48,475.01,410.37,475.0,4.67,,,0.769,405.54,470.33,415.2,479.67,ultralytics,0.769,1
701,11.6944,410.85,475.07,410.85,475.03,4.69,,,0.756,405.96,470.34,415.74,479.73,ultralytics,0.756,1
702,11.7111,411.19,475.18,411.31,475.16,4.73,,,0.708,406.33,470.42,416.29,479.89,ultralytics,0.708,1
703,11.7278,411.41,475.33,411.45,475.35,4.75,,,0.682,406.51,470.6,416.38,480.1,ultralytics,0.682,1
704,11.7445,411.56,475.5,411.49,475.47,4.63,,,0.67,406.67,470.85,416.31,480.1,ultralytics,0.67,1
705,11.7612,411.74,475.7,411.78,475.69,4.66,,,0.727,407.04,471.03,416.52,480.35,ultralytics,0.727,1
706,11.7779,411.97,475.88,411.85,475.94,4.5,,,0.692,407.09,471.44,416.61,480.44,ultralytics,0.692,1
707,11.7945,412.25,476.02,412.36,476.03,4.49,,,0.716,407.58,471.54,417.13,480.53,ultralytics,0.716,1
708,11.8112,412.49,476.12,412.51,476.11,4.24,,,0.757,407.87,471.87,417.15,480.35,ultralytics,0.757,1
709,11.8279,412.69,476.24,412.62,476.2,4.12,,,0.722,408.02,472.08,417.22,480.33,ultralytics,0.722,1
710,11.8446,412.93,476.4,412.97,476.39,4.24,,,0.7,408.24,472.14,417.7,480.63,ultralytics,0.7,1
711,11.8613,413.18,476.61,413.15,476.61,4.16,,,0.664,408.47,472.45,417.84,480.77,ultralytics,0.664,1
712,11.878,413.41,476.88,413.47,476.78,4.12,,,0.623,408.86,472.66,418.07,480.9,ultralytics,0.623,1
713,11.8946,413.57,477.24,413.61,477.26,4.32,,,0.603,408.94,472.94,418.28,481.58,ultralytics,0.603,1
714,11.9113,413.71,477.57,413.64,477.69,4.55,,,0.594,408.95,473.14,418.33,482.23,ultralytics,0.594,2
715,11.928,413.89,477.8,413.87,477.78,4.24,,,0.549,409.17,473.54,418.57,482.03,ultralytics,0.549,2
716,11.9447,414.08,478.01,414.18,477.96,4.51,,,0.696,409.4,473.45,418.96,482.47,ultralytics,0.696,1
717,11.9614,414.23,478.24,414.16,478.29,4.51,,,0.721,409.37,473.78,418.95,482.8,ultralytics,0.721,1
718,11.978,414.38,478.45,414.4,478.44,4.54,,,0.714,409.69,473.89,419.11,482.98,ultralytics,0.714,1
719,11.9947,414.57,478.7,414.5,478.63,4.54,,,0.695,409.71,474.09,419.29,483.16,ultralytics,0.695,1
720,12.0114,414.8,479.0,414.83,479.0,4.54,,,0.665,410.1,474.46,419.56,483.54,ultralytics,0.665,1
721,12.0281,415.01,479.27,415.07,479.39,4.71,,,0.745,410.36,474.65,419.78,484.14,ultralytics,0.745,1
722,12.0448,415.15,479.41,415.15,479.47,4.61,,,0.72,410.31,474.87,419.99,484.08,ultralytics,0.72,1
723,12.0615,415.29,479.45,415.25,479.39,4.58,,,0.715,410.38,474.81,420.12,483.98,ultralytics,0.715,1
724,12.0781,415.48,479.54,415.46,479.48,4.52,,,0.697,410.81,474.96,420.11,484.01,ultralytics,0.697,1
725,12.0948,415.7,479.7,415.72,479.76,4.67,,,0.739,410.87,475.09,420.57,484.43,ultralytics,0.739,1
726,12.1115,415.89,479.82,415.94,479.82,4.67,,,0.712,411.09,475.16,420.79,484.49,ultralytics,0.712,1
727,12.1282,416.02,479.94,416.01,479.93,4.65,,,0.704,411.15,475.28,420.86,484.58,ultralytics,0.704,1
728,12.1449,416.16,480.1,416.12,480.02,4.71,,,0.726,411.31,475.31,420.93,484.73,ultralytics,0.726,1
729,12.1616,416.31,480.3,416.38,480.4,4.75,,,0.707,411.63,475.63,421.13,485.16,ultralytics,0.707,1
730,12.1782,416.42,480.45,416.39,480.43,4.71,,,0.696,411.68,475.71,421.11,485.14,ultralytics,0.696,1
731,12.1949,416.52,480.58,416.54,480.54,4.68,,,0.684,411.74,475.85,421.34,485.22,ultralytics,0.684,1
732,12.2116,416.61,480.74,416.62,480.78,4.67,,,0.723,411.86,476.11,421.39,485.44,ultralytics,0.723,1
733,12.2283,416.67,480.9,416.68,480.88,4.61,,,0.723,411.95,476.28,421.41,485.49,ultralytics,0.723,1
734,12.245,416.72,481.03,416.71,481.06,4.52,,,0.687,412.01,476.54,421.41,485.58,ultralytics,0.687,1
735,12.2616,416.78,481.16,416.78,481.15,4.47,,,0.678,411.99,476.68,421.56,485.63,ultralytics,0.678,1
736,12.2783,416.9,481.31,416.8,481.24,4.39,,,0.645,411.97,476.85,421.63,485.64,ultralytics,0.645,1
737,12.295,417.08,481.54,417.15,481.54,4.59,,,0.593,412.27,476.95,422.03,486.13,ultralytics,0.593,1
738,12.3117,417.28,481.8,417.18,481.8,4.53,,,0.658,412.29,477.28,422.08,486.33,ultralytics,0.658,1
739,12.3284,417.48,482.01,417.6,482.1,4.63,,,0.735,412.8,477.47,422.39,486.72,ultralytics,0.735,1
740,12.3451,417.61,482.18,417.59,482.11,4.6,,,0.743,412.8,477.51,422.38,486.71,ultralytics,0.743,1
741,12.3617,417.7,482.34,417.7,482.38,4.63,,,0.736,412.94,477.75,422.46,487.01,ultralytics,0.736,2
742,12.3784,417.76,482.49,417.82,482.51,4.67,,,0.714,413.05,477.84,422.59,487.18,ultralytics,0.714,1
743,12.3951,417.76,482.63,417.76,482.56,4.65,,,0.722,413.03,477.91,422.49,487.21,ultralytics,0.722,1
744,12.4118,417.76,482.81,417.72,482.82,4.74,,,0.763,412.84,478.08,422.59,487.55,ultralytics,0.763,1
745,12.4285,417.8,483.01,417.8,483.03,4.66,,,0.709,412.99,478.37,422.61,487.69,ultralytics,0.709,1
746,12.4452,417.82,483.15,417.9,483.22,4.68,,,0.672,413.04,478.55,422.76,487.9,ultralytics,0.672,1
747,12.4618,417.77,483.23,417.75,483.2,4.49,,,0.709,412.93,478.71,422.56,487.7,ultralytics,0.709,1
748,12.4785,417.72,483.35,417.71,483.27,4.61,,,0.708,412.88,478.67,422.54,487.88,ultralytics,0.708,1
749,12.4952,417.7,483.56,417.66,483.54,4.64,,,0.696,412.94,478.9,422.39,488.18,ultralytics,0.696,1
750,12.5119,417.76,483.79,417.72,483.89,4.59,,,0.693,412.93,479.3,422.52,488.48,ultralytics,0.693,1
751,12.5286,417.9,483.95,417.84,483.91,4.55,,,0.674,413.02,479.36,422.66,488.46,ultralytics,0.674,1
752,12.5453,418.08,484.06,418.13,484.11,4.49,,,0.691,413.33,479.62,422.94,488.6,ultralytics,0.691,1
753,12.5619,418.2,484.11,418.29,484.14,4.4,,,0.729,413.43,479.73,423.14,488.54,ultralytics,0.729,1
754,12.5786,418.26,484.14,418.2,484.09,4.5,,,0.689,413.37,479.59,423.02,488.59,ultralytics,0.689,1
755,12.5953,418.34,484.19,418.3,484.2,4.4,,,0.703,413.56,479.8,423.03,488.61,ultralytics,0.703,1
756,12.612,418.46,484.24,418.51,484.3,4.33,,,0.792,413.83,479.98,423.19,488.63,ultralytics,0.792,1
757,12.6287,418.54,484.23,418.54,484.2,4.38,,,0.787,413.84,479.82,423.25,488.58,ultralytics,0.787,1
758,12.6453,418.58,484.24,418.62,484.22,4.44,,,0.777,413.91,479.78,423.33,488.66,ultralytics,0.777,1
759,12.662,418.58,484.27,418.59,484.27,4.4,,,0.771,413.87,479.86,423.31,488.67,ultralytics,0.771,1
760,12.6787,418.57,484.3,418.54,484.32,4.34,,,0.748,413.89,479.98,423.19,488.66,ultralytics,0.748,1
761,12.6954,418.58,484.33,418.56,484.32,4.33,,,0.698,413.86,479.99,423.27,488.65,ultralytics,0.698,1
762,12.7121,418.62,484.38,418.64,484.36,4.23,,,0.695,413.91,480.13,423.38,488.6,ultralytics,0.695,1
763,12.7288,418.64,484.44,418.66,484.44,4.23,,,0.654,413.97,480.21,423.35,488.66,ultralytics,0.654,1
764,12.7454,418.62,484.52,418.63,484.52,4.21,,,0.611,413.92,480.31,423.34,488.73,ultralytics,0.611,1
