frame_index,timestamp_s,ball_x,ball_y,raw_ball_x,raw_ball_y,radius_px,circularity,v_at_center,raw_confidence,bbox_x0,bbox_y0,bbox_x1,bbox_y1,tracking_backend,confidence,n_candidates
1029,17.1663,365.58,474.45,365.66,474.41,4.7,,,0.778,360.66,469.72,370.65,479.11,ultralytics,0.778,1
1030,17.183,366.12,474.16,366.1,474.34,4.73,,,0.768,361.16,469.61,371.05,479.07,ultralytics,0.768,1
1031,17.1997,366.64,473.79,366.67,473.6,4.63,,,0.709,361.73,468.97,371.61,478.23,ultralytics,0.709,1
1032,17.2164,367.15,473.44,367.09,473.62,4.75,,,0.758,362.0,468.87,372.18,478.36,ultralytics,0.758,1
1033,17.233,367.69,473.07,367.73,472.93,4.63,,,0.701,362.68,468.3,372.77,477.56,ultralytics,0.701,1
1034,17.2497,368.24,472.76,368.2,472.74,4.75,,,0.639,363.03,467.99,373.38,477.49,ultralytics,0.639,1
1035,17.2664,368.75,472.51,368.84,472.55,4.6,,,0.652,363.68,467.95,374.0,477.14,ultralytics,0.652,1
1036,17.2831,369.19,472.26,369.2,472.24,4.54,,,0.701,364.27,467.7,374.12,476.78,ultralytics,0.701,1
1037,17.2998,369.54,472.0,369.6,472.04,4.67,,,0.711,364.64,467.37,374.57,476.71,ultralytics,0.711,1
1038,17.3165,369.85,471.74,369.81,471.67,4.65,,,0.697,364.83,467.02,374.78,476.33,ultralytics,0.697,1
1039,17.3331,370.15,471.51,370.19,471.54,4.64,,,0.695,365.2,466.9,375.19,476.19,ultralytics,0.695,1
1040,17.3498,370.42,471.32,370.44,471.23,4.8,,,0.7,365.55,466.43,375.33,476.03,ultralytics,0.7,1
1041,17.3665,370.68,471.17,370.65,471.22,4.81,,,0.695,365.65,466.41,375.65,476.03,ultralytics,0.695,1
1042,17.3832,370.94,471.01,370.95,471.03,4.9,,,0.675,365.89,466.12,376.01,475.93,ultralytics,0.675,1
1043,17.3999,371.16,470.82,371.25,470.83,4.82,,,0.7,366.35,466.0,376.15,475.65,ultralytics,0.7,1
1044,17.4165,371.3,470.64,371.3,470.58,4.79,,,0.675,366.29,465.79,376.31,475.37,ultralytics,0.675,1
1045,17.4332,371.39,470.53,371.38,470.52,4.79,,,0.702,366.45,465.74,376.32,475.31,ultralytics,0.702,1
1046,17.4499,371.47,470.46,371.51,470.46,4.76,,,0.727,366.73,465.7,376.3,475.22,ultralytics,0.727,1
1047,17.4666,371.55,470.37,371.48,470.41,4.77,,,0.727,366.69,465.64,376.27,475.17,ultralytics,0.727,1
1048,17.4833,371.7,470.18,371.69,470.32,4.68,,,0.735,367.02,465.5,376.37,475.14,ultralytics,0.735,1
1049,17.5,371.89,469.9,371.88,469.78,4.6,,,0.753,367.2,465.18,376.57,474.38,ultralytics,0.753,1
1050,17.5166,372.06,469.67,372.14,469.67,4.47,,,0.757,367.34,465.2,376.95,474.13,ultralytics,0.757,1
1051,17.5333,372.16,469.52,372.15,469.45,4.46,,,0.714,367.37,464.99,376.93,473.91,ultralytics,0.714,1
1052,17.55,372.24,469.43,372.2,469.44,4.48,,,0.697,367.39,464.96,377.01,473.93,ultralytics,0.697,1
1053,17.5667,372.33,469.35,372.37,469.39,4.54,,,0.747,367.62,464.84,377.11,473.93,ultralytics,0.747,1
1054,17.5834,372.41,469.24,372.39,469.21,4.63,,,0.716,367.62,464.58,377.16,473.84,ultralytics,0.716,1
1055,17.6001,372.49,469.12,372.5,469.16,4.63,,,0.754,367.72,464.54,377.28,473.79,ultralytics,0.754,1
1056,17.6167,372.57,469.0,372.58,468.93,4.58,,,0.723,367.72,464.36,377.44,473.51,ultralytics,0.723,2
1057,17.6334,372.65,468.92,372.64,468.95,4.68,,,0.756,367.8,464.28,377.49,473.63,ultralytics,0.756,1
1058,17.6501,372.73,468.82,372.71,468.85,4.65,,,0.759,367.79,464.2,377.63,473.49,ultralytics,0.759,1
1059,17.6668,372.85,468.7,372.83,468.68,4.49,,,0.77,367.93,464.19,377.73,473.17,ultralytics,0.77,1
1060,17.6835,372.98,468.57,373.02,468.61,4.53,,,0.784,368.07,464.08,377.97,473.14,ultralytics,0.784,1
1061,17.7001,373.06,468.41,373.09,468.38,4.5,,,0.754,368.19,463.88,377.98,472.89,ultralytics,0.754,1
1062,17.7168,373.13,468.25,373.06,468.3,4.46,,,0.733,368.18,463.84,377.94,472.76,ultralytics,0.733,2
1063,17.7335,373.24,468.03,373.25,468.01,4.61,,,0.704,368.51,463.4,377.98,472.61,ultralytics,0.704,1
1064,17.7502,373.44,467.67,373.32,467.99,4.75,,,0.691,368.57,463.2,378.06,472.79,ultralytics,0.691,1
1065,17.7669,,,,,,,,0.0,,,,,ultralytics,0.0,0
1066,17.7836,,,,,,,,0.0,,,,,ultralytics,0.0,0
1067,17.8002,,,,,,,,0.0,,,,,ultralytics,0.0,0
1068,17.8169,373.68,467.17,373.83,466.84,4.44,,,0.641,369.05,462.4,378.61,471.29,ultralytics,0.641,1
1069,17.8336,373.82,466.83,373.87,466.83,4.48,,,0.639,369.05,462.36,378.7,471.31,ultralytics,0.639,1
1070,17.8503,373.88,466.67,373.83,466.57,4.47,,,0.704,369.0,462.1,378.65,471.04,ultralytics,0.704,1
1071,17.867,373.95,466.56,373.95,466.7,4.49,,,0.698,369.14,462.21,378.77,471.19,ultralytics,0.698,1
1072,17.8837,374.03,466.38,374.05,466.36,4.54,,,0.631,369.18,461.82,378.92,470.9,ultralytics,0.631,1
1073,17.9003,374.11,466.18,374.08,466.14,4.88,,,0.671,369.18,461.26,378.98,471.02,ultralytics,0.671,1
1074,17.917,374.16,466.05,374.22,466.0,4.71,,,0.637,369.36,461.3,379.08,470.71,ultralytics,0.637,1
1075,17.9337,374.14,465.98,374.2,465.99,4.64,,,0.661,369.34,461.35,379.05,470.62,ultralytics,0.661,1
1076,17.9504,374.06,465.91,374.0,465.95,4.7,,,0.694,369.03,461.25,378.96,470.65,ultralytics,0.694,1
1077,17.9671,374.02,465.81,373.97,465.8,4.7,,,0.715,368.98,461.11,378.96,470.5,ultralytics,0.715,1
1078,17.9838,374.06,465.67,374.05,465.71,4.76,,,0.709,369.15,460.95,378.95,470.47,ultralytics,0.709,1
1079,18.0004,374.14,465.54,374.12,465.45,4.55,,,0.673,369.22,460.9,379.03,470.0,ultralytics,0.673,1
1080,18.0171,374.23,465.46,374.28,465.5,4.63,,,0.717,369.45,460.87,379.12,470.13,ultralytics,0.717,1
1081,18.0338,374.27,465.37,374.28,465.41,4.6,,,0.71,369.41,460.81,379.15,470.01,ultralytics,0.71,1
1082,18.0505,374.26,465.18,374.27,465.26,4.62,,,0.726,369.44,460.64,379.1,469.88,ultralytics,0.726,1
1083,18.0672,374.26,464.93,374.22,464.87,4.52,,,0.744,369.35,460.35,379.09,469.39,ultralytics,0.744,1
1084,18.0838,374.3,464.74,374.27,464.68,4.45,,,0.759,369.45,460.24,379.09,469.13,ultralytics,0.759,1
1085,18.1005,374.38,464.62,374.41,464.61,4.41,,,0.757,369.58,460.2,379.23,469.03,ultralytics,0.757,1
1086,18.1172,374.43,464.51,374.44,464.58,4.36,,,0.76,369.62,460.22,379.26,468.94,ultralytics,0.76,1
1087,18.1339,374.47,464.38,374.47,464.33,4.36,,,0.757,369.71,459.97,379.22,468.69,ultralytics,0.757,1
1088,18.1506,374.52,464.27,374.51,464.24,4.25,,,0.731,369.81,459.99,379.2,468.49,ultralytics,0.731,1
1089,18.1673,374.6,464.2,374.57,464.23,4.32,,,0.748,369.89,459.91,379.26,468.56,ultralytics,0.748,1
1090,18.1839,374.72,464.09,374.71,464.11,4.3,,,0.736,370.06,459.8,379.36,468.41,ultralytics,0.736,1
1091,18.2006,374.87,463.91,374.85,464.0,4.51,,,0.753,370.15,459.49,379.55,468.52,ultralytics,0.753,1
1092,18.2173,375.01,463.64,375.06,463.61,4.55,,,0.705,370.24,459.06,379.88,468.16,ultralytics,0.705,1
1093,18.234,375.11,463.35,375.11,463.34,4.35,,,0.725,370.36,458.99,379.86,467.68,ultralytics,0.725,1
1094,18.2507,375.17,463.14,375.2,463.04,4.43,,,0.641,370.42,458.6,379.97,467.47,ultralytics,0.641,2
1095,18.2674,368.81,464.96,375.19,463.06,4.39,,,0.666,370.46,458.67,379.92,467.45,ultralytics,0.666,1
1096,18.284,339.87,474.17,375.3,462.94,4.36,,,0.596,370.53,458.59,380.07,467.3,ultralytics,0.596,1
1097,18.3007,,,,,,,,0.0,,,,,ultralytics,0.0,0
1098,18.3174,291.23,491.8,257.59,498.3,4.86,,,0.062,252.73,490.42,262.46,506.18,ultralytics,0.062,1
1099,18.3341,,,,,,,,0.0,,,,,ultralytics,0.0,0
1100,18.3508,260.13,508.07,253.26,509.93,4.65,,,0.072,248.6,502.03,257.91,517.82,ultralytics,0.072,1
1101,18.3674,,,,,,,,0.0,,,,,ultralytics,0.0,1
1102,18.3841,259.12,515.15,249.2,520.63,4.96,,,0.177,244.24,512.65,254.16,528.62,ultralytics,0.177,2
1103,18.4008,289.43,505.05,256.06,526.97,9.35,,,0.168,241.89,517.62,270.22,536.33,ultralytics,0.168,2
1104,18.4175,338.21,480.97,373.99,461.89,4.41,,,0.651,369.23,457.48,378.75,466.3,ultralytics,0.651,1
1105,18.4342,367.07,465.35,373.45,461.88,4.37,,,0.658,368.56,457.51,378.35,466.25,ultralytics,0.658,1
1106,18.4509,373.18,461.7,373.07,461.61,4.22,,,0.646,368.32,457.39,377.83,465.82,ultralytics,0.646,1
1107,18.4675,372.99,461.65,372.98,461.65,4.3,,,0.672,368.2,457.34,377.77,465.95,ultralytics,0.672,1
1108,18.4842,372.87,461.64,372.85,461.64,4.41,,,0.712,368.07,457.23,377.64,466.04,ultralytics,0.712,1
1109,18.5009,372.8,461.6,372.8,461.63,4.49,,,0.666,368.05,457.15,377.55,466.12,ultralytics,0.666,1
1110,18.5176,372.77,461.48,372.72,461.59,4.58,,,0.696,367.94,457.0,377.5,466.17,ultralytics,0.696,1
1111,18.5343,372.81,461.29,372.78,461.19,4.29,,,0.683,367.96,456.9,377.61,465.49,ultralytics,0.683,1
1112,18.551,372.89,461.15,372.91,461.12,4.32,,,0.66,368.05,456.8,377.77,465.45,ultralytics,0.66,1
1113,18.5676,372.96,461.1,372.98,461.08,4.32,,,0.643,368.14,456.76,377.81,465.41,ultralytics,0.643,1
1114,18.5843,373.01,461.07,373.01,461.08,4.36,,,0.673,368.18,456.72,377.84,465.44,ultralytics,0.673,1
1115,18.601,373.04,461.01,373.04,461.08,4.35,,,0.687,368.22,456.73,377.86,465.44,ultralytics,0.687,1
1116,18.6177,373.06,460.9,373.09,460.88,4.33,,,0.542,368.28,456.55,377.91,465.21,ultralytics,0.542,1
1117,18.6344,373.06,460.8,373.04,460.76,4.35,,,0.551,368.2,456.41,377.87,465.11,ultralytics,0.551,1
1118,18.6511,373.06,460.76,373.06,460.76,4.39,,,0.567,368.19,456.37,377.93,465.15,ultralytics,0.567,2
1119,18.6677,373.06,460.75,373.06,460.72,4.42,,,0.594,368.16,456.31,377.95,465.14,ultralytics,0.594,2
1120,18.6844,373.08,460.77,373.04,460.75,4.43,,,0.591,368.17,456.31,377.92,465.18,ultralytics,0.591,3
1121,18.7011,373.15,460.84,373.14,460.84,4.36,,,0.518,368.3,456.48,377.99,465.2,ultralytics,0.518,3
1122,18.7178,373.23,460.92,373.26,460.92,4.36,,,0.426,368.49,456.56,378.03,465.28,ultralytics,0.426,2
1123,18.7345,373.28,460.97,373.28,461.0,4.33,,,0.445,368.52,456.67,378.04,465.33,ultralytics,0.445,3
1124,18.7511,373.32,460.98,373.29,461.0,4.32,,,0.419,368.5,456.68,378.09,465.32,ultralytics,0.419,2
1125,18.7678,373.36,460.98,373.39,460.96,4.22,,,0.343,368.64,456.74,378.13,465.18,ultralytics,0.343,3
1126,18.7845,373.41,461.0,373.39,460.98,4.25,,,0.387,368.67,456.73,378.12,465.23,ultralytics,0.387,2
1127,18.8012,373.49,461.08,373.46,461.01,4.2,,,0.47,368.7,456.81,378.21,465.21,ultralytics,0.47,2
1128,18.8179,373.6,461.22,373.58,461.28,4.32,,,0.676,368.87,456.96,378.29,465.61,ultralytics,0.676,2
1129,18.8346,373.68,461.32,373.83,461.35,4.26,,,0.676,369.08,457.09,378.57,465.61,ultralytics,0.676,2
1130,18.8512,373.71,461.36,373.55,461.37,4.32,,,0.637,368.83,457.04,378.27,465.69,ultralytics,0.637,2
1131,18.8679,373.79,461.41,373.86,461.32,4.47,,,0.633,368.97,456.85,378.74,465.8,ultralytics,0.633,2
1132,18.8846,373.9,461.5,373.87,461.55,4.57,,,0.558,368.96,456.97,378.79,466.12,ultralytics,0.558,1
1133,18.9013,374.06,461.57,373.99,461.62,4.59,,,0.599,369.12,457.02,378.86,466.21,ultralytics,0.599,2
1134,18.918,374.3,461.52,374.28,461.59,4.5,,,0.605,369.39,457.09,379.16,466.09,ultralytics,0.605,1
1135,18.9347,374.63,461.38,374.56,461.39,4.49,,,0.519,369.68,456.9,379.45,465.88,ultralytics,0.519,1
1136,18.9513,375.02,461.18,375.04,461.18,4.47,,,0.593,370.2,456.71,379.88,465.65,ultralytics,0.593,2
1137,18.968,375.38,461.0,375.49,460.93,4.35,,,0.533,370.58,456.59,380.39,465.28,ultralytics,0.533,2
1138,18.9847,375.62,460.94,375.64,460.87,4.38,,,0.546,370.72,456.49,380.56,465.25,ultralytics,0.546,1
1139,19.0014,375.77,460.97,375.79,460.98,4.47,,,0.62,370.77,456.51,380.82,465.45,ultralytics,0.62,1
1140,19.0181,375.87,461.02,375.9,461.03,4.3,,,0.71,370.92,456.74,380.88,465.33,ultralytics,0.71,1
1141,19.0347,375.94,461.04,375.93,461.05,4.28,,,0.7,370.96,456.77,380.89,465.33,ultralytics,0.7,1
1142,19.0514,376.01,461.07,376.01,461.06,4.27,,,0.675,371.06,456.79,380.96,465.32,ultralytics,0.675,1
1143,19.0681,376.14,461.11,376.03,461.07,4.29,,,0.651,371.07,456.78,380.98,465.37,ultralytics,0.651,3
1144,19.0848,376.31,461.19,376.43,461.22,4.35,,,0.665,371.57,456.87,381.28,465.58,ultralytics,0.665,1
1145,19.1015,376.4,461.24,376.42,461.26,4.42,,,0.62,371.55,456.83,381.29,465.68,ultralytics,0.62,2
1146,19.1182,376.42,461.27,376.42,461.26,4.42,,,0.641,371.54,456.85,381.29,465.68,ultralytics,0.641,2
1147,19.1348,376.44,461.29,376.42,461.3,4.42,,,0.658,371.52,456.87,381.33,465.72,ultralytics,0.658,2
1148,19.1515,376.49,461.31,376.47,461.31,4.37,,,0.664,371.61,456.94,381.34,465.68,ultralytics,0.664,2
1149,19.1682,376.57,461.33,376.57,461.31,4.35,,,0.65,371.65,456.96,381.49,465.66,ultralytics,0.65,1
1150,19.1849,376.66,461.39,376.69,461.38,4.36,,,0.673,371.88,457.02,381.49,465.74,ultralytics,0.673,1
1151,19.2016,376.72,461.54,376.7,461.37,4.37,,,0.672,371.89,457.01,381.5,465.74,ultralytics,0.672,1
1152,19.2183,376.78,461.84,376.82,461.91,4.72,,,0.697,371.91,457.19,381.73,466.63,ultralytics,0.697,1
1153,19.2349,376.79,462.13,376.79,462.15,4.95,,,0.696,371.84,457.16,381.74,467.15,ultralytics,0.696,1
1154,19.2516,376.79,462.33,376.8,462.42,4.87,,,0.714,371.93,457.43,381.67,467.41,ultralytics,0.714,1
1155,19.2683,376.78,462.41,376.75,462.43,4.83,,,0.73,371.92,457.49,381.58,467.37,ultralytics,0.73,2
1156,19.285,376.8,462.41,376.8,462.43,4.8,,,0.735,372.0,457.59,381.6,467.27,ultralytics,0.735,2
1157,19.3017,376.83,462.37,376.81,462.37,4.66,,,0.744,371.99,457.71,381.63,467.03,ultralytics,0.744,2
1158,19.3184,376.88,462.34,376.89,462.3,4.63,,,0.734,372.08,457.68,381.7,466.93,ultralytics,0.734,2
1159,19.335,376.94,462.35,376.9,462.33,4.65,,,0.731,372.08,457.69,381.72,466.98,ultralytics,0.731,2
1160,19.3517,377.04,462.4,377.04,462.43,4.55,,,0.745,372.11,457.88,381.97,466.97,ultralytics,0.745,2
1161,19.3684,377.15,462.47,377.16,462.37,4.41,,,0.735,372.25,457.97,382.06,466.78,ultralytics,0.735,2
1162,19.3851,377.29,462.62,377.21,462.64,4.58,,,0.721,372.33,458.06,382.08,467.22,ultralytics,0.721,2
1163,19.4018,377.43,462.79,377.55,462.8,4.63,,,0.733,372.74,458.16,382.35,467.43,ultralytics,0.733,2
1164,19.4184,377.54,462.93,377.47,462.98,4.66,,,0.748,372.69,458.31,382.25,467.64,ultralytics,0.748,2
1165,19.4351,377.7,463.04,377.63,462.99,4.64,,,0.755,372.82,458.34,382.44,467.63,ultralytics,0.755,3
1166,19.4518,377.9,463.15,378.02,463.16,4.61,,,0.764,373.04,458.55,383.01,467.77,ultralytics,0.764,2
1167,19.4685,378.03,463.27,378.03,463.3,4.56,,,0.76,373.09,458.74,382.98,467.85,ultralytics,0.76,2
1168,19.4852,378.11,463.34,378.08,463.37,4.5,,,0.719,373.19,458.86,382.98,467.87,ultralytics,0.719,2
1169,19.5019,378.25,463.35,378.16,463.37,4.53,,,0.681,373.22,458.83,383.09,467.9,ultralytics,0.681,2
1170,19.5185,378.46,463.35,378.52,463.31,4.45,,,0.671,373.69,458.86,383.35,467.76,ultralytics,0.671,2
1171,19.5352,378.67,463.39,378.66,463.35,4.38,,,0.707,373.81,458.97,383.5,467.73,ultralytics,0.707,2
1172,19.5519,378.88,463.5,378.83,463.5,4.5,,,0.688,374.05,459.0,383.61,468.0,ultralytics,0.688,2
1173,19.5686,379.1,463.63,379.18,463.64,4.63,,,0.74,374.31,459.01,384.05,468.27,ultralytics,0.74,1
1174,19.5853,379.31,463.76,379.24,463.73,4.63,,,0.702,374.36,459.1,384.12,468.35,ultralytics,0.702,1
1175,19.602,379.54,463.95,379.56,463.91,4.72,,,0.661,374.72,459.19,384.41,468.63,ultralytics,0.661,1
1176,19.6186,379.81,464.24,379.74,464.1,4.67,,,0.716,374.92,459.43,384.56,468.77,ultralytics,0.716,1
1177,19.6353,380.09,464.58,380.22,464.8,4.86,,,0.768,375.36,459.79,385.07,469.8,ultralytics,0.768,2
1178,19.652,380.31,464.78,380.24,464.79,4.87,,,0.773,375.37,459.8,385.11,469.78,ultralytics,0.773,1
1179,19.6687,380.51,464.86,380.56,464.85,4.9,,,0.745,375.67,459.85,385.46,469.85,ultralytics,0.745,2
1180,19.6854,380.69,464.93,380.69,464.96,4.87,,,0.742,375.82,460.01,385.56,469.91,ultralytics,0.742,2
1181,19.7021,380.91,465.0,380.83,464.95,4.81,,,0.706,375.94,460.14,385.71,469.76,ultralytics,0.706,2
1182,19.7187,381.21,465.12,381.16,465.07,4.8,,,0.718,376.24,460.27,386.08,469.87,ultralytics,0.718,2
1183,19.7354,381.55,465.25,381.63,465.38,4.61,,,0.736,377.02,460.63,386.25,470.13,ultralytics,0.736,2
1184,19.7521,381.77,465.31,381.89,465.26,4.73,,,0.726,377.09,460.54,386.69,469.99,ultralytics,0.726,2
1185,19.7688,381.86,465.36,381.84,465.36,4.75,,,0.708,377.05,460.61,386.63,470.11,ultralytics,0.708,2
1186,19.7855,381.92,465.44,381.86,465.41,4.77,,,0.704,377.09,460.63,386.63,470.19,ultralytics,0.704,2
1187,19.8021,382.05,465.54,382.05,465.54,4.74,,,0.691,377.2,460.8,386.89,470.27,ultralytics,0.691,2
1188,19.8188,382.2,465.64,382.22,465.67,4.73,,,0.693,377.4,460.94,387.03,470.41,ultralytics,0.693,2
1189,19.8355,382.36,465.7,382.34,465.74,4.79,,,0.696,377.53,460.96,387.16,470.53,ultralytics,0.696,2
1190,19.8522,382.56,465.71,382.5,465.73,4.67,,,0.735,377.73,461.06,387.27,470.4,ultralytics,0.735,2
1191,19.8689,382.81,465.71,382.86,465.62,4.49,,,0.692,378.07,461.13,387.65,470.12,ultralytics,0.692,2
1192,19.8856,383.0,465.77,383.06,465.8,4.6,,,0.671,378.35,461.2,387.76,470.4,ultralytics,0.671,2
1193,19.9022,383.12,465.88,383.09,465.79,4.5,,,0.67,378.33,461.29,387.85,470.29,ultralytics,0.67,2
1194,19.9189,383.29,466.03,383.19,466.1,4.48,,,0.556,378.46,461.62,387.91,470.58,ultralytics,0.556,2
1195,19.9356,383.52,466.15,383.58,466.13,4.37,,,0.592,378.85,461.76,388.31,470.5,ultralytics,0.592,2
1196,19.9523,383.72,466.25,383.77,466.3,4.4,,,0.654,379.1,461.89,388.45,470.7,ultralytics,0.654,2
1197,19.969,383.84,466.32,383.86,466.29,4.41,,,0.648,379.15,461.88,388.57,470.7,ultralytics,0.648,2
1198,19.9857,383.91,466.42,383.92,466.39,4.42,,,0.663,379.26,461.96,388.58,470.81,ultralytics,0.663,2
1199,20.0023,383.97,466.55,383.97,466.57,4.64,,,0.679,379.19,461.93,388.75,471.21,ultralytics,0.679,1
1200,20.019,384.02,466.65,384.01,466.72,4.66,,,0.598,379.11,462.06,388.91,471.38,ultralytics,0.598,1
1201,20.0357,384.09,466.69,384.06,466.66,4.58,,,0.589,379.18,462.07,388.94,471.24,ultralytics,0.589,1
1202,20.0524,384.19,466.72,384.19,466.73,4.55,,,0.596,379.35,462.18,389.04,471.28,ultralytics,0.596,2
1203,20.0691,384.34,466.74,384.31,466.78,4.52,,,0.594,379.49,462.26,389.12,471.3,ultralytics,0.594,2
1204,20.0857,384.55,466.74,384.49,466.71,4.45,,,0.552,379.67,462.26,389.32,471.17,ultralytics,0.552,2
1205,20.1024,384.8,466.75,384.87,466.75,4.42,,,0.549,380.04,462.34,389.7,471.17,ultralytics,0.549,2
1206,20.1191,385.01,466.78,385.05,466.77,4.4,,,0.577,380.2,462.36,389.9,471.17,ultralytics,0.577,2
1207,20.1358,385.16,466.85,385.13,466.8,4.38,,,0.604,380.28,462.42,389.97,471.18,ultralytics,0.604,2
1208,20.1525,385.28,466.94,385.33,467.01,4.45,,,0.528,380.47,462.56,390.2,471.46,ultralytics,0.528,2
1209,20.1692,385.4,466.97,385.32,467.0,4.46,,,0.597,380.47,462.54,390.18,471.46,ultralytics,0.597,2
1210,20.1858,385.54,466.98,385.62,466.92,4.49,,,0.622,380.74,462.44,390.5,471.41,ultralytics,0.622,1
1211,20.2025,385.67,467.01,385.63,467.04,4.6,,,0.691,380.72,462.44,390.55,471.64,ultralytics,0.691,1
1212,20.2192,385.8,467.05,385.81,467.05,4.53,,,0.722,380.81,462.52,390.82,471.58,ultralytics,0.722,2
1213,20.2359,385.94,467.09,385.93,467.07,4.52,,,0.695,380.81,462.54,391.04,471.59,ultralytics,0.695,1
1214,20.2526,386.07,467.16,386.1,467.16,4.42,,,0.701,380.97,462.74,391.24,471.58,ultralytics,0.701,1
1215,20.2693,386.19,467.24,386.14,467.24,4.49,,,0.683,381.08,462.75,391.19,471.72,ultralytics,0.683,2
1216,20.2859,386.31,467.32,386.38,467.35,4.46,,,0.717,381.56,462.89,391.2,471.81,ultralytics,0.717,1
1217,20.3026,386.38,467.37,386.39,467.36,4.45,,,0.697,381.56,462.91,391.21,471.81,ultralytics,0.697,1
1218,20.3193,386.41,467.44,386.39,467.41,4.43,,,0.706,381.57,462.98,391.21,471.85,ultralytics,0.706,1
1219,20.336,386.43,467.54,386.44,467.52,4.42,,,0.715,381.65,463.09,391.22,471.94,ultralytics,0.715,1
1220,20.3527,386.44,467.65,386.46,467.69,4.5,,,0.714,381.7,463.19,391.22,472.19,ultralytics,0.714,1
1221,20.3694,386.44,467.7,386.43,467.74,4.57,,,0.709,381.65,463.17,391.21,472.3,ultralytics,0.709,1
1222,20.386,386.45,467.7,386.42,467.69,4.56,,,0.701,381.6,463.13,391.24,472.25,ultralytics,0.701,1
1223,20.4027,386.54,467.7,386.46,467.66,4.54,,,0.721,381.62,463.12,391.31,472.19,ultralytics,0.721,1
1224,20.4194,386.66,467.73,386.76,467.76,4.58,,,0.716,382.01,463.18,391.5,472.34,ultralytics,0.716,1
1225,20.4361,386.73,467.75,386.74,467.76,4.56,,,0.689,382.0,463.2,391.49,472.32,ultralytics,0.689,1
1226,20.4528,386.73,467.76,386.74,467.74,4.55,,,0.701,381.99,463.18,391.49,472.29,ultralytics,0.701,1
1227,20.4694,386.71,467.78,386.69,467.76,4.57,,,0.696,381.89,463.19,391.48,472.33,ultralytics,0.696,1
1228,20.4861,386.69,467.83,386.69,467.85,4.66,,,0.709,381.85,463.19,391.53,472.51,ultralytics,0.709,1
1229,20.5028,386.68,467.86,386.7,467.87,4.59,,,0.694,381.86,463.28,391.53,472.46,ultralytics,0.694,1
1230,20.5195,386.66,467.88,386.67,467.86,4.6,,,0.694,381.87,463.26,391.47,472.47,ultralytics,0.694,1
1231,20.5362,386.63,467.91,386.59,467.94,4.54,,,0.657,381.81,463.4,391.38,472.49,ultralytics,0.657,1
1232,20.5529,386.64,467.92,386.65,467.91,4.59,,,0.683,381.87,463.32,391.44,472.5,ultralytics,0.683,1
1233,20.5695,386.65,467.93,386.66,467.93,4.61,,,0.689,381.89,463.32,391.42,472.54,ultralytics,0.689,1
1234,20.5862,386.65,467.92,386.65,467.93,4.63,,,0.702,381.87,463.3,391.42,472.56,ultralytics,0.702,1
1235,20.6029,386.61,467.89,386.65,467.94,4.63,,,0.713,381.86,463.31,391.43,472.57,ultralytics,0.713,1
1236,20.6196,386.57,467.82,386.52,467.77,4.54,,,0.65,381.71,463.23,391.33,472.31,ultralytics,0.65,2
1237,20.6363,386.57,467.79,386.56,467.75,4.55,,,0.647,381.73,463.2,391.38,472.31,ultralytics,0.647,1
1238,20.653,386.59,467.82,386.61,467.83,4.58,,,0.64,381.79,463.25,391.42,472.4,ultralytics,0.64,1
1239,20.6696,386.59,467.86,386.6,467.85,4.6,,,0.722,381.74,463.26,391.46,472.45,ultralytics,0.722,2
1240,20.6863,386.57,467.91,386.57,467.91,4.62,,,0.709,381.7,463.29,391.44,472.53,ultralytics,0.709,1
1241,20.703,386.54,467.97,386.53,467.94,4.58,,,0.702,381.74,463.36,391.32,472.53,ultralytics,0.702,1
1242,20.7197,386.5,468.02,386.52,468.08,4.46,,,0.679,381.73,463.62,391.31,472.54,ultralytics,0.679,1
1243,20.7364,386.44,468.03,386.43,468.04,4.49,,,0.699,381.64,463.55,391.23,472.53,ultralytics,0.699,2
1244,20.753,386.35,468.01,386.39,468.01,4.53,,,0.699,381.54,463.49,391.25,472.54,ultralytics,0.699,1
1245,20.7697,386.23,468.0,386.24,467.98,4.51,,,0.696,381.41,463.47,391.07,472.49,ultralytics,0.696,1
1246,20.7864,386.08,468.01,386.09,467.99,4.48,,,0.679,381.2,463.52,390.99,472.47,ultralytics,0.679,1
1247,20.8031,385.92,468.06,385.91,468.05,4.49,,,0.67,381.02,463.56,390.8,472.54,ultralytics,0.67,1
1248,20.8198,385.8,468.12,385.73,468.13,4.37,,,0.707,380.77,463.76,390.7,472.51,ultralytics,0.707,1
1249,20.8365,385.72,468.18,385.78,468.16,4.37,,,0.676,380.8,463.79,390.75,472.53,ultralytics,0.676,1
1250,20.8531,385.62,468.26,385.63,468.27,4.29,,,0.646,380.77,463.99,390.49,472.56,ultralytics,0.646,1
1251,20.8698,385.48,468.34,385.47,468.35,4.35,,,0.635,380.67,464.0,390.26,472.7,ultralytics,0.635,1
1252,20.8865,385.34,468.43,385.32,468.41,4.32,,,0.667,380.5,464.08,390.14,472.73,ultralytics,0.667,1
1253,20.9032,385.19,468.56,385.25,468.51,4.34,,,0.647,380.42,464.17,390.08,472.85,ultralytics,0.647,1
1254,20.9199,384.99,468.74,385.05,468.74,4.51,,,0.618,380.19,464.23,389.91,473.25,ultralytics,0.618,1
1255,20.9366,384.79,468.92,384.6,468.96,4.46,,,0.616,379.7,464.5,389.49,473.42,ultralytics,0.616,1
